view_type,date,country_code,country_name,product_id,product_name,series,scenario,model,horizon,category,value,actual,abs_error,metric_order
Trend,2025-10-01,ES,Spain,P07,Voice Firewall & Anti-Fraud,Actual,,,,,2529273.74,,,
Trend,2025-10-01,FR,France,P01,International Voice Termination,Actual,,,,,1640118.74,,,
Trend,2025-10-01,FR,France,P02,A2P Messaging,Actual,,,,,15665274.4,,,
Trend,2025-10-01,FR,France,P03,IPX Roaming & Signalling,Actual,,,,,11423855.76,,,
Trend,2025-10-01,FR,France,P04,IP Transit,Actual,,,,,1494047.44,,,
Trend,2025-10-01,FR,France,P05,Ethernet & Capacity Services,Actual,,,,,3796841.0,,,
Trend,2025-10-01,FR,France,P06,Cloud Connect,Actual,,,,,2854613.58,,,
Trend,2025-10-01,FR,France,P07,Voice Firewall & Anti-Fraud,Actual,,,,,4005411.96,,,
Trend,2025-10-01,GR,Greece,P01,International Voice Termination,Actual,,,,,742971.47,,,
Trend,2025-10-01,GR,Greece,P02,A2P Messaging,Actual,,,,,3024059.27,,,
Trend,2025-10-01,GR,Greece,P03,IPX Roaming & Signalling,Actual,,,,,1753915.33,,,
Trend,2025-10-01,GR,Greece,P04,IP Transit,Actual,,,,,481763.36,,,
Trend,2025-10-01,GR,Greece,P05,Ethernet & Capacity Services,Actual,,,,,909568.6,,,
Trend,2025-10-01,GR,Greece,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1041360.81,,,
Trend,2025-10-01,HR,Croatia,P05,Ethernet & Capacity Services,Actual,,,,,177106.24,,,
Trend,2025-10-01,HR,Croatia,P06,Cloud Connect,Actual,,,,,128021.23,,,
Trend,2025-10-01,HU,Hungary,P01,International Voice Termination,Actual,,,,,1291402.71,,,
Trend,2025-10-01,HU,Hungary,P02,A2P Messaging,Actual,,,,,2413511.92,,,
Trend,2025-10-01,HU,Hungary,P03,IPX Roaming & Signalling,Actual,,,,,1925670.85,,,
Trend,2025-10-01,HU,Hungary,P04,IP Transit,Actual,,,,,625195.68,,,
Trend,2025-10-01,HU,Hungary,P05,Ethernet & Capacity Services,Actual,,,,,1270787.84,,,
Trend,2025-10-01,HU,Hungary,P06,Cloud Connect,Actual,,,,,732609.22,,,
Trend,2025-10-01,HU,Hungary,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1002362.97,,,
Trend,2025-10-01,IT,Italy,P01,International Voice Termination,Actual,,,,,139597.67,,,
Trend,2025-10-01,IT,Italy,P02,A2P Messaging,Actual,,,,,4172752.94,,,
Trend,2025-10-01,IT,Italy,P03,IPX Roaming & Signalling,Actual,,,,,1059230.42,,,
Trend,2025-10-01,IT,Italy,P04,IP Transit,Actual,,,,,1428871.06,,,
Trend,2025-10-01,IT,Italy,P05,Ethernet & Capacity Services,Actual,,,,,5797068.0,,,
Trend,2025-10-01,IT,Italy,P06,Cloud Connect,Actual,,,,,2734691.27,,,
Trend,2025-10-01,IT,Italy,P07,Voice Firewall & Anti-Fraud,Actual,,,,,490088.73,,,
Trend,2025-10-01,NL,Netherlands,P01,International Voice Termination,Actual,,,,,2095319.46,,,
Trend,2025-10-01,NL,Netherlands,P02,A2P Messaging,Actual,,,,,9502863.88,,,
Trend,2025-10-01,NL,Netherlands,P03,IPX Roaming & Signalling,Actual,,,,,5590190.49,,,
Trend,2025-10-01,NL,Netherlands,P04,IP Transit,Actual,,,,,1519557.39,,,
Trend,2025-10-01,NL,Netherlands,P05,Ethernet & Capacity Services,Actual,,,,,2312776.74,,,
Trend,2025-10-01,NL,Netherlands,P06,Cloud Connect,Actual,,,,,132611.7,,,
Trend,2025-10-01,NL,Netherlands,P07,Voice Firewall & Anti-Fraud,Actual,,,,,2217080.32,,,
Trend,2025-10-01,PL,Poland,P01,International Voice Termination,Actual,,,,,1700119.17,,,
Trend,2025-10-01,PL,Poland,P02,A2P Messaging,Actual,,,,,5995119.43,,,
Trend,2025-10-01,PL,Poland,P03,IPX Roaming & Signalling,Actual,,,,,3996166.93,,,
Trend,2025-10-01,PL,Poland,P04,IP Transit,Actual,,,,,1539642.9,,,
Trend,2025-10-01,PL,Poland,P05,Ethernet & Capacity Services,Actual,,,,,3300934.07,,,
Trend,2025-10-01,PL,Poland,P06,Cloud Connect,Actual,,,,,88507.22,,,
Trend,2025-10-01,PL,Poland,P07,Voice Firewall & Anti-Fraud,Actual,,,,,985729.57,,,
Trend,2025-10-01,RO,Romania,P03,IPX Roaming & Signalling,Actual,,,,,882432.29,,,
Trend,2025-10-01,RO,Romania,P05,Ethernet & Capacity Services,Actual,,,,,1299975.3,,,
Trend,2025-10-01,RO,Romania,P07,Voice Firewall & Anti-Fraud,Actual,,,,,113284.29,,,
Trend,2025-10-01,SK,Slovakia,P01,International Voice Termination,Actual,,,,,290332.03,,,
Trend,2025-10-01,SK,Slovakia,P02,A2P Messaging,Actual,,,,,2884481.28,,,
Trend,2025-10-01,SK,Slovakia,P03,IPX Roaming & Signalling,Actual,,,,,862205.42,,,
Trend,2025-10-01,SK,Slovakia,P05,Ethernet & Capacity Services,Actual,,,,,380019.17,,,
Trend,2025-11-01,AT,Austria,P01,International Voice Termination,Actual,,,,,575479.44,,,
Trend,2025-11-01,AT,Austria,P02,A2P Messaging,Actual,,,,,5009187.44,,,
Trend,2025-11-01,AT,Austria,P03,IPX Roaming & Signalling,Actual,,,,,1237881.8,,,
Trend,2025-11-01,AT,Austria,P04,IP Transit,Actual,,,,,814951.66,,,
Trend,2025-11-01,AT,Austria,P05,Ethernet & Capacity Services,Actual,,,,,1069099.86,,,
Trend,2025-11-01,AT,Austria,P07,Voice Firewall & Anti-Fraud,Actual,,,,,866775.77,,,
Trend,2025-11-01,CZ,Czechia,P03,IPX Roaming & Signalling,Actual,,,,,107663.43,,,
Trend,2025-11-01,CZ,Czechia,P04,IP Transit,Actual,,,,,171122.26,,,
Trend,2025-11-01,CZ,Czechia,P05,Ethernet & Capacity Services,Actual,,,,,1240070.7,,,
Trend,2025-11-01,CZ,Czechia,P06,Cloud Connect,Actual,,,,,177510.64,,,
Trend,2025-11-01,CZ,Czechia,P07,Voice Firewall & Anti-Fraud,Actual,,,,,48836.6,,,
Trend,2025-11-01,DE,Germany,P01,International Voice Termination,Actual,,,,,2855517.45,,,
Trend,2025-11-01,DE,Germany,P02,A2P Messaging,Actual,,,,,7795070.82,,,
Trend,2025-11-01,DE,Germany,P03,IPX Roaming & Signalling,Actual,,,,,5682169.69,,,
Trend,2025-11-01,DE,Germany,P04,IP Transit,Actual,,,,,6033845.15,,,
Trend,2025-11-01,DE,Germany,P05,Ethernet & Capacity Services,Actual,,,,,7289876.61,,,
Trend,2025-11-01,DE,Germany,P06,Cloud Connect,Actual,,,,,6170352.05,,,
Trend,2025-11-01,DE,Germany,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1908212.98,,,
Trend,2025-11-01,ES,Spain,P01,International Voice Termination,Actual,,,,,1164321.8,,,
Trend,2025-11-01,ES,Spain,P02,A2P Messaging,Actual,,,,,16212845.03,,,
Trend,2025-11-01,ES,Spain,P03,IPX Roaming & Signalling,Actual,,,,,3584128.2,,,
Trend,2025-11-01,ES,Spain,P04,IP Transit,Actual,,,,,2284549.58,,,
Trend,2025-11-01,ES,Spain,P05,Ethernet & Capacity Services,Actual,,,,,5839881.18,,,
Trend,2025-11-01,ES,Spain,P06,Cloud Connect,Actual,,,,,2584507.73,,,
Trend,2025-11-01,ES,Spain,P07,Voice Firewall & Anti-Fraud,Actual,,,,,2589178.11,,,
Trend,2025-11-01,FR,France,P01,International Voice Termination,Actual,,,,,1658756.04,,,
Trend,2025-11-01,FR,France,P02,A2P Messaging,Actual,,,,,17624738.86,,,
Trend,2025-11-01,FR,France,P03,IPX Roaming & Signalling,Actual,,,,,9845807.84,,,
Trend,2025-11-01,FR,France,P04,IP Transit,Actual,,,,,1321433.36,,,
Trend,2025-11-01,FR,France,P05,Ethernet & Capacity Services,Actual,,,,,3771560.09,,,
Trend,2025-11-01,FR,France,P06,Cloud Connect,Actual,,,,,2915410.52,,,
Trend,2025-11-01,FR,France,P07,Voice Firewall & Anti-Fraud,Actual,,,,,4058123.69,,,
Trend,2025-11-01,GR,Greece,P01,International Voice Termination,Actual,,,,,701553.28,,,
Trend,2025-11-01,GR,Greece,P02,A2P Messaging,Actual,,,,,3534247.19,,,
Trend,2025-11-01,GR,Greece,P03,IPX Roaming & Signalling,Actual,,,,,1565599.38,,,
Trend,2025-11-01,GR,Greece,P04,IP Transit,Actual,,,,,505096.81,,,
Trend,2025-11-01,GR,Greece,P05,Ethernet & Capacity Services,Actual,,,,,890607.67,,,
Trend,2025-11-01,GR,Greece,P07,Voice Firewall & Anti-Fraud,Actual,,,,,962723.15,,,
Trend,2025-11-01,HR,Croatia,P05,Ethernet & Capacity Services,Actual,,,,,186739.41,,,
Trend,2025-11-01,HR,Croatia,P06,Cloud Connect,Actual,,,,,124761.4,,,
Trend,2025-11-01,HU,Hungary,P01,International Voice Termination,Actual,,,,,1174008.04,,,
Trend,2025-11-01,HU,Hungary,P02,A2P Messaging,Actual,,,,,3080415.1,,,
Trend,2025-11-01,HU,Hungary,P03,IPX Roaming & Signalling,Actual,,,,,1725303.17,,,
Trend,2025-11-01,HU,Hungary,P04,IP Transit,Actual,,,,,666758.57,,,
Trend,2025-11-01,HU,Hungary,P05,Ethernet & Capacity Services,Actual,,,,,1255470.68,,,
Trend,2025-11-01,HU,Hungary,P06,Cloud Connect,Actual,,,,,741109.2,,,
Trend,2025-11-01,HU,Hungary,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1037601.98,,,
Trend,2025-11-01,IT,Italy,P01,International Voice Termination,Actual,,,,,127996.8,,,
Trend,2025-11-01,IT,Italy,P02,A2P Messaging,Actual,,,,,4762020.73,,,
Trend,2025-11-01,IT,Italy,P03,IPX Roaming & Signalling,Actual,,,,,998401.28,,,
Trend,2025-11-01,IT,Italy,P04,IP Transit,Actual,,,,,1422001.67,,,
Trend,2025-11-01,IT,Italy,P05,Ethernet & Capacity Services,Actual,,,,,5706991.99,,,
Trend,2025-11-01,IT,Italy,P06,Cloud Connect,Actual,,,,,2981492.98,,,
Trend,2025-11-01,IT,Italy,P07,Voice Firewall & Anti-Fraud,Actual,,,,,452853.42,,,
Trend,2025-11-01,NL,Netherlands,P01,International Voice Termination,Actual,,,,,1920772.37,,,
Trend,2025-11-01,NL,Netherlands,P02,A2P Messaging,Actual,,,,,11103924.22,,,
Trend,2025-11-01,NL,Netherlands,P03,IPX Roaming & Signalling,Actual,,,,,4765603.28,,,
Trend,2025-11-01,NL,Netherlands,P04,IP Transit,Actual,,,,,1490569.59,,,
Trend,2025-11-01,NL,Netherlands,P05,Ethernet & Capacity Services,Actual,,,,,2399462.13,,,
Trend,2025-11-01,NL,Netherlands,P06,Cloud Connect,Actual,,,,,146245.72,,,
Trend,2025-11-01,NL,Netherlands,P07,Voice Firewall & Anti-Fraud,Actual,,,,,2225083.9,,,
Trend,2025-11-01,PL,Poland,P01,International Voice Termination,Actual,,,,,1654084.77,,,
Trend,2025-11-01,PL,Poland,P02,A2P Messaging,Actual,,,,,7821372.86,,,
Trend,2025-11-01,PL,Poland,P03,IPX Roaming & Signalling,Actual,,,,,3664614.11,,,
Trend,2025-11-01,PL,Poland,P04,IP Transit,Actual,,,,,1539796.32,,,
Trend,2025-11-01,PL,Poland,P05,Ethernet & Capacity Services,Actual,,,,,3180569.08,,,
Trend,2025-11-01,PL,Poland,P06,Cloud Connect,Actual,,,,,89328.0,,,
Trend,2025-11-01,PL,Poland,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1012478.68,,,
Trend,2025-11-01,RO,Romania,P03,IPX Roaming & Signalling,Actual,,,,,769153.47,,,
Trend,2025-11-01,RO,Romania,P05,Ethernet & Capacity Services,Actual,,,,,1373956.56,,,
Trend,2025-11-01,RO,Romania,P07,Voice Firewall & Anti-Fraud,Actual,,,,,122510.31,,,
Trend,2025-11-01,SK,Slovakia,P01,International Voice Termination,Actual,,,,,303390.69,,,
Trend,2025-11-01,SK,Slovakia,P02,A2P Messaging,Actual,,,,,3688341.88,,,
Trend,2025-11-01,SK,Slovakia,P03,IPX Roaming & Signalling,Actual,,,,,781646.64,,,
Trend,2025-11-01,SK,Slovakia,P05,Ethernet & Capacity Services,Actual,,,,,365936.09,,,
Trend,2025-12-01,AT,Austria,P01,International Voice Termination,Actual,,,,,557653.79,,,
Trend,2025-12-01,AT,Austria,P02,A2P Messaging,Actual,,,,,4473823.37,,,
Trend,2025-12-01,AT,Austria,P03,IPX Roaming & Signalling,Actual,,,,,1362951.97,,,
Trend,2025-12-01,AT,Austria,P04,IP Transit,Actual,,,,,732235.82,,,
Trend,2025-12-01,AT,Austria,P05,Ethernet & Capacity Services,Actual,,,,,1153500.16,,,
Trend,2025-12-01,AT,Austria,P07,Voice Firewall & Anti-Fraud,Actual,,,,,895295.77,,,
Trend,2025-12-01,CZ,Czechia,P03,IPX Roaming & Signalling,Actual,,,,,111677.99,,,
Trend,2025-12-01,CZ,Czechia,P04,IP Transit,Actual,,,,,166102.06,,,
Trend,2025-12-01,CZ,Czechia,P05,Ethernet & Capacity Services,Actual,,,,,1316620.53,,,
Trend,2025-12-01,CZ,Czechia,P06,Cloud Connect,Actual,,,,,198348.81,,,
Trend,2025-12-01,CZ,Czechia,P07,Voice Firewall & Anti-Fraud,Actual,,,,,45355.4,,,
Trend,2025-12-01,DE,Germany,P01,International Voice Termination,Actual,,,,,3052681.84,,,
Trend,2025-12-01,DE,Germany,P02,A2P Messaging,Actual,,,,,7241332.08,,,
Trend,2025-12-01,DE,Germany,P03,IPX Roaming & Signalling,Actual,,,,,6059003.61,,,
Trend,2025-12-01,DE,Germany,P04,IP Transit,Actual,,,,,5691276.77,,,
Trend,2025-12-01,DE,Germany,P05,Ethernet & Capacity Services,Actual,,,,,7380832.78,,,
Trend,2025-12-01,DE,Germany,P06,Cloud Connect,Actual,,,,,6224024.59,,,
Trend,2025-12-01,DE,Germany,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1862392.62,,,
Trend,2025-12-01,ES,Spain,P01,International Voice Termination,Actual,,,,,1121737.54,,,
Trend,2025-12-01,ES,Spain,P02,A2P Messaging,Actual,,,,,15909120.22,,,
Trend,2025-12-01,ES,Spain,P03,IPX Roaming & Signalling,Actual,,,,,3918134.07,,,
Trend,2025-12-01,ES,Spain,P04,IP Transit,Actual,,,,,2293974.32,,,
Trend,2025-12-01,ES,Spain,P05,Ethernet & Capacity Services,Actual,,,,,5824926.03,,,
Trend,2025-12-01,ES,Spain,P06,Cloud Connect,Actual,,,,,2635696.71,,,
Trend,2025-12-01,ES,Spain,P07,Voice Firewall & Anti-Fraud,Actual,,,,,2668488.87,,,
Trend,2025-12-01,FR,France,P01,International Voice Termination,Actual,,,,,1715382.73,,,
Trend,2025-12-01,FR,France,P02,A2P Messaging,Actual,,,,,16865729.78,,,
Trend,2025-12-01,FR,France,P03,IPX Roaming & Signalling,Actual,,,,,10378155.44,,,
Trend,2025-12-01,FR,France,P04,IP Transit,Actual,,,,,1404300.76,,,
Trend,2025-12-01,FR,France,P05,Ethernet & Capacity Services,Actual,,,,,3735401.03,,,
Trend,2025-12-01,FR,France,P06,Cloud Connect,Actual,,,,,2526109.7,,,
Trend,2025-12-01,FR,France,P07,Voice Firewall & Anti-Fraud,Actual,,,,,4325511.19,,,
Trend,2025-12-01,GR,Greece,P01,International Voice Termination,Actual,,,,,797575.2,,,
Trend,2025-12-01,GR,Greece,P02,A2P Messaging,Actual,,,,,3194786.64,,,
Trend,2025-12-01,GR,Greece,P03,IPX Roaming & Signalling,Actual,,,,,1654679.77,,,
Trend,2025-12-01,GR,Greece,P04,IP Transit,Actual,,,,,496798.72,,,
Trend,2025-12-01,GR,Greece,P05,Ethernet & Capacity Services,Actual,,,,,847231.13,,,
Trend,2025-12-01,GR,Greece,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1099668.71,,,
Trend,2025-12-01,HR,Croatia,P05,Ethernet & Capacity Services,Actual,,,,,169985.9,,,
Trend,2025-12-01,HR,Croatia,P06,Cloud Connect,Actual,,,,,128076.06,,,
Trend,2025-12-01,HU,Hungary,P01,International Voice Termination,Actual,,,,,1271749.45,,,
Trend,2025-12-01,HU,Hungary,P02,A2P Messaging,Actual,,,,,2589740.89,,,
Trend,2025-12-01,HU,Hungary,P03,IPX Roaming & Signalling,Actual,,,,,1845410.21,,,
Trend,2025-12-01,HU,Hungary,P04,IP Transit,Actual,,,,,603698.43,,,
Trend,2025-12-01,HU,Hungary,P05,Ethernet & Capacity Services,Actual,,,,,1273568.43,,,
Trend,2025-12-01,HU,Hungary,P06,Cloud Connect,Actual,,,,,724837.64,,,
Trend,2025-12-01,HU,Hungary,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1038680.58,,,
Trend,2025-12-01,IT,Italy,P01,International Voice Termination,Actual,,,,,142183.92,,,
Trend,2025-12-01,IT,Italy,P02,A2P Messaging,Actual,,,,,4725846.35,,,
Trend,2025-12-01,IT,Italy,P03,IPX Roaming & Signalling,Actual,,,,,1003414.99,,,
Trend,2025-12-01,IT,Italy,P04,IP Transit,Actual,,,,,1447315.29,,,
Trend,2025-12-01,IT,Italy,P05,Ethernet & Capacity Services,Actual,,,,,5990603.2,,,
Trend,2025-12-01,IT,Italy,P06,Cloud Connect,Actual,,,,,2725512.18,,,
Trend,2025-12-01,IT,Italy,P07,Voice Firewall & Anti-Fraud,Actual,,,,,502993.86,,,
Trend,2025-12-01,NL,Netherlands,P01,International Voice Termination,Actual,,,,,1912968.79,,,
Trend,2025-12-01,NL,Netherlands,P02,A2P Messaging,Actual,,,,,10077556.55,,,
Trend,2025-12-01,NL,Netherlands,P03,IPX Roaming & Signalling,Actual,,,,,5229212.12,,,
Trend,2025-12-01,NL,Netherlands,P04,IP Transit,Actual,,,,,1515382.61,,,
Trend,2025-12-01,NL,Netherlands,P05,Ethernet & Capacity Services,Actual,,,,,2388118.61,,,
Trend,2025-12-01,NL,Netherlands,P06,Cloud Connect,Actual,,,,,128167.53,,,
Trend,2025-12-01,NL,Netherlands,P07,Voice Firewall & Anti-Fraud,Actual,,,,,2259333.09,,,
Trend,2025-12-01,PL,Poland,P01,International Voice Termination,Actual,,,,,1744390.05,,,
Trend,2025-12-01,PL,Poland,P02,A2P Messaging,Actual,,,,,6510251.78,,,
Trend,2025-12-01,PL,Poland,P03,IPX Roaming & Signalling,Actual,,,,,3680180.42,,,
Trend,2025-12-01,PL,Poland,P04,IP Transit,Actual,,,,,1495793.62,,,
Trend,2025-12-01,PL,Poland,P05,Ethernet & Capacity Services,Actual,,,,,3281484.67,,,
Trend,2025-12-01,PL,Poland,P06,Cloud Connect,Actual,,,,,85487.2,,,
Trend,2025-12-01,PL,Poland,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1019302.66,,,
Trend,2025-12-01,RO,Romania,P03,IPX Roaming & Signalling,Actual,,,,,823181.21,,,
Trend,2025-12-01,RO,Romania,P05,Ethernet & Capacity Services,Actual,,,,,1237723.26,,,
Trend,2025-12-01,RO,Romania,P07,Voice Firewall & Anti-Fraud,Actual,,,,,118964.99,,,
Trend,2025-12-01,SK,Slovakia,P01,International Voice Termination,Actual,,,,,294013.43,,,
Trend,2025-12-01,SK,Slovakia,P02,A2P Messaging,Actual,,,,,3290959.94,,,
Trend,2025-12-01,SK,Slovakia,P03,IPX Roaming & Signalling,Actual,,,,,861798.87,,,
Trend,2025-12-01,SK,Slovakia,P05,Ethernet & Capacity Services,Actual,,,,,375691.78,,,
Trend,2026-01-01,AT,Austria,P01,International Voice Termination,Actual,,,,,532499.42,,,
Trend,2026-01-01,AT,Austria,P02,A2P Messaging,Actual,,,,,3529633.59,,,
Trend,2026-01-01,AT,Austria,P03,IPX Roaming & Signalling,Actual,,,,,1225248.32,,,
Trend,2026-01-01,AT,Austria,P04,IP Transit,Actual,,,,,803260.04,,,
Trend,2026-01-01,AT,Austria,P05,Ethernet & Capacity Services,Actual,,,,,1175583.7,,,
Trend,2026-01-01,AT,Austria,P07,Voice Firewall & Anti-Fraud,Actual,,,,,908303.45,,,
Trend,2026-01-01,CZ,Czechia,P03,IPX Roaming & Signalling,Actual,,,,,106098.72,,,
Trend,2026-01-01,CZ,Czechia,P04,IP Transit,Actual,,,,,182047.63,,,
Trend,2026-01-01,CZ,Czechia,P05,Ethernet & Capacity Services,Actual,,,,,1400863.23,,,
Trend,2026-01-01,CZ,Czechia,P06,Cloud Connect,Actual,,,,,208363.99,,,
Trend,2026-01-01,CZ,Czechia,P07,Voice Firewall & Anti-Fraud,Actual,,,,,57526.07,,,
Trend,2026-01-01,DE,Germany,P01,International Voice Termination,Actual,,,,,2601857.92,,,
Trend,2026-01-01,DE,Germany,P02,A2P Messaging,Actual,,,,,5848414.98,,,
Trend,2026-01-01,DE,Germany,P03,IPX Roaming & Signalling,Actual,,,,,5638330.73,,,
Trend,2026-01-01,DE,Germany,P04,IP Transit,Actual,,,,,6001805.36,,,
Trend,2026-01-01,DE,Germany,P05,Ethernet & Capacity Services,Actual,,,,,7738285.09,,,
Trend,2026-01-01,DE,Germany,P06,Cloud Connect,Actual,,,,,6343403.47,,,
Trend,2026-01-01,DE,Germany,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1983281.94,,,
Trend,2026-01-01,ES,Spain,P01,International Voice Termination,Actual,,,,,1045616.45,,,
Trend,2026-01-01,ES,Spain,P02,A2P Messaging,Actual,,,,,11486583.6,,,
Trend,2026-01-01,ES,Spain,P03,IPX Roaming & Signalling,Actual,,,,,3465737.24,,,
Trend,2026-01-01,ES,Spain,P04,IP Transit,Actual,,,,,2418689.55,,,
Trend,2026-01-01,ES,Spain,P05,Ethernet & Capacity Services,Actual,,,,,6009641.01,,,
Trend,2026-01-01,ES,Spain,P06,Cloud Connect,Actual,,,,,2859673.57,,,
Trend,2026-01-01,ES,Spain,P07,Voice Firewall & Anti-Fraud,Actual,,,,,2690412.26,,,
Trend,2026-01-01,FR,France,P01,International Voice Termination,Actual,,,,,1422010.97,,,
Trend,2026-01-01,FR,France,P02,A2P Messaging,Actual,,,,,12520862.53,,,
Trend,2026-01-01,FR,France,P03,IPX Roaming & Signalling,Actual,,,,,9520132.51,,,
Trend,2026-01-01,FR,France,P04,IP Transit,Actual,,,,,1413034.37,,,
Trend,2026-01-01,FR,France,P05,Ethernet & Capacity Services,Actual,,,,,3747330.67,,,
Trend,2026-01-01,FR,France,P06,Cloud Connect,Actual,,,,,2191663.34,,,
Trend,2026-01-01,FR,France,P07,Voice Firewall & Anti-Fraud,Actual,,,,,4083253.73,,,
Trend,2026-01-01,GR,Greece,P01,International Voice Termination,Actual,,,,,685504.65,,,
Trend,2026-01-01,GR,Greece,P02,A2P Messaging,Actual,,,,,2521160.54,,,
Trend,2026-01-01,GR,Greece,P03,IPX Roaming & Signalling,Actual,,,,,1438514.01,,,
Trend,2026-01-01,GR,Greece,P04,IP Transit,Actual,,,,,517050.24,,,
Trend,2026-01-01,GR,Greece,P05,Ethernet & Capacity Services,Actual,,,,,878831.34,,,
Trend,2026-01-01,GR,Greece,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1073182.78,,,
Trend,2026-01-01,HR,Croatia,P05,Ethernet & Capacity Services,Actual,,,,,194102.06,,,
Trend,2026-01-01,HR,Croatia,P06,Cloud Connect,Actual,,,,,145455.05,,,
Trend,2026-01-01,HU,Hungary,P01,International Voice Termination,Actual,,,,,1075194.91,,,
Trend,2026-01-01,HU,Hungary,P02,A2P Messaging,Actual,,,,,2126450.26,,,
Trend,2026-01-01,HU,Hungary,P03,IPX Roaming & Signalling,Actual,,,,,1751578.03,,,
Trend,2026-01-01,HU,Hungary,P04,IP Transit,Actual,,,,,669959.23,,,
Trend,2026-01-01,HU,Hungary,P05,Ethernet & Capacity Services,Actual,,,,,1297290.95,,,
Trend,2026-01-01,HU,Hungary,P06,Cloud Connect,Actual,,,,,711033.52,,,
Trend,2026-01-01,HU,Hungary,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1044416.49,,,
Trend,2026-01-01,IT,Italy,P01,International Voice Termination,Actual,,,,,119253.21,,,
Trend,2026-01-01,IT,Italy,P02,A2P Messaging,Actual,,,,,3573072.9,,,
Trend,2026-01-01,IT,Italy,P03,IPX Roaming & Signalling,Actual,,,,,880978.16,,,
Trend,2026-01-01,IT,Italy,P04,IP Transit,Actual,,,,,1528006.58,,,
Trend,2026-01-01,IT,Italy,P05,Ethernet & Capacity Services,Actual,,,,,5700692.98,,,
Trend,2026-01-01,IT,Italy,P06,Cloud Connect,Actual,,,,,2929995.12,,,
Trend,2026-01-01,IT,Italy,P07,Voice Firewall & Anti-Fraud,Actual,,,,,497897.04,,,
Trend,2026-01-01,NL,Netherlands,P01,International Voice Termination,Actual,,,,,1778461.88,,,
Trend,2026-01-01,NL,Netherlands,P02,A2P Messaging,Actual,,,,,7778975.52,,,
Trend,2026-01-01,NL,Netherlands,P03,IPX Roaming & Signalling,Actual,,,,,4381423.3,,,
Trend,2026-01-01,NL,Netherlands,P04,IP Transit,Actual,,,,,1549119.38,,,
Trend,2026-01-01,NL,Netherlands,P05,Ethernet & Capacity Services,Actual,,,,,2379023.92,,,
Trend,2026-01-01,NL,Netherlands,P06,Cloud Connect,Actual,,,,,131577.93,,,
Trend,2026-01-01,NL,Netherlands,P07,Voice Firewall & Anti-Fraud,Actual,,,,,2313351.32,,,
Trend,2026-01-01,PL,Poland,P01,International Voice Termination,Actual,,,,,1632068.44,,,
Trend,2026-01-01,PL,Poland,P02,A2P Messaging,Actual,,,,,5485329.28,,,
Trend,2026-01-01,PL,Poland,P03,IPX Roaming & Signalling,Actual,,,,,3172898.29,,,
Trend,2026-01-01,PL,Poland,P04,IP Transit,Actual,,,,,1545983.89,,,
Trend,2026-01-01,PL,Poland,P05,Ethernet & Capacity Services,Actual,,,,,3239834.06,,,
Trend,2026-01-01,PL,Poland,P06,Cloud Connect,Actual,,,,,98808.77,,,
Trend,2026-01-01,PL,Poland,P07,Voice Firewall & Anti-Fraud,Actual,,,,,1039034.49,,,
Trend,2026-01-01,RO,Romania,P03,IPX Roaming & Signalling,Actual,,,,,714440.02,,,
Trend,2026-01-01,RO,Romania,P05,Ethernet & Capacity Services,Actual,,,,,1270844.24,,,
Trend,2026-01-01,RO,Romania,P07,Voice Firewall & Anti-Fraud,Actual,,,,,109983.31,,,
Trend,2026-01-01,SK,Slovakia,P01,International Voice Termination,Actual,,,,,271666.37,,,
Trend,2026-01-01,SK,Slovakia,P02,A2P Messaging,Actual,,,,,2389293.86,,,
Trend,2026-01-01,SK,Slovakia,P03,IPX Roaming & Signalling,Actual,,,,,740070.83,,,
Trend,2026-01-01,SK,Slovakia,P05,Ethernet & Capacity Services,Actual,,,,,372829.65,,,
Trend,2026-02-01,AT,Austria,P01,International Voice Termination,Actual,,,,,505995.53,,,
Trend,2026-02-01,AT,Austria,P02,A2P Messaging,Actual,,,,,3743316.74,,,
Trend,2026-02-01,AT,Austria,P03,IPX Roaming & Signalling,Actual,,,,,1144789.11,,,
Trend,2026-02-01,AT,Austria,P04,IP Transit,Actual,,,,,810610.85,,,
Trend,2026-02-01,AT,Austria,P05,Ethernet & Capacity Services,Actual,,,,,1100753.47,,,
Trend,2026-02-01,AT,Austria,P07,Voice Firewall & Anti-Fraud,Actual,,,,,925390.56,,,
Trend,2026-02-01,CZ,Czechia,P03,IPX Roaming & Signalling,Actual,,,,,97229.11,,,
Trend,2026-02-01,CZ,Czechia,P04,IP Transit,Actual,,,,,165598.76,,,
Trend,2026-02-01,CZ,Czechia,P05,Ethernet & Capacity Services,Actual,,,,,1361663.04,,,
Trend,2026-02-01,CZ,Czechia,P06,Cloud Connect,Actual,,,,,184977.24,,,
