year_month,country_code,gdp_growth_yoy,cpi_yoy,data_traffic_index,ott_substitution_index,travel_index,ecommerce_index,mobile_penetration,price_pressure_index
2022-08,HR,3.7302,11.7521,296.4573,140.6481,104.4975,157.214,1.1339,115.2192
2022-09,HR,3.0245,12.6015,302.2466,141.7409,108.8521,161.1485,1.1342,115.9673
2022-10,HR,2.8012,13.2444,305.0208,143.5487,113.3648,161.1072,1.1381,114.7644
2022-11,HR,2.226,12.3426,316.7197,146.2103,110.243,185.8129,1.138,117.5322
2022-12,HR,2.1341,11.4638,318.7251,145.8074,113.1267,179.069,1.1399,118.865
2023-01,HR,2.9511,10.368,325.2443,148.0372,111.3589,160.3974,1.1377,119.6259
2023-02,HR,2.7642,9.4244,335.7391,148.3823,110.8146,167.857,1.1416,120.1013
2023-03,HR,2.1567,8.9876,341.7213,150.2788,109.4364,166.623,1.1424,121.6781
2023-04,HR,1.901,8.0722,357.6417,151.3551,111.565,164.5435,1.1426,122.911
2023-05,HR,1.588,7.4579,360.6823,154.4373,114.2909,166.7763,1.1444,122.9352
2023-06,HR,1.7372,6.5937,367.8633,155.9244,113.2527,168.1346,1.1441,121.8537
2023-07,HR,2.1123,6.1235,380.439,156.531,117.5841,171.0043,1.1471,122.7146
2023-08,HR,1.6161,5.5384,406.2752,157.591,114.9626,174.3464,1.1479,124.655
2023-09,HR,1.6193,5.1095,410.5919,157.0273,112.0112,177.2811,1.1492,125.319
2023-10,HR,1.408,4.6979,406.7204,155.6946,116.7756,178.9814,1.1483,124.8702
2023-11,HR,1.1749,4.6462,414.3105,158.2675,116.885,208.6567,1.1479,124.6416
2023-12,HR,1.5644,4.0264,416.8206,160.7149,118.3646,204.398,1.1513,123.7392
2024-01,HR,1.9165,3.7181,424.2804,160.2421,120.1755,190.5722,1.1497,123.9262
2024-02,HR,2.5714,3.4479,439.6736,163.7533,119.9955,195.3381,1.1511,124.5936
2024-03,HR,2.0539,3.6079,459.1063,161.6194,118.0404,193.9809,1.1546,124.9413
2024-04,HR,2.0445,3.255,461.1768,162.1899,120.3218,192.3413,1.1569,125.3479
2024-05,HR,2.0061,3.2576,462.9428,163.1547,116.9251,192.4477,1.158,124.8396
2024-06,HR,1.8482,3.2581,474.7055,163.6261,116.4591,192.4674,1.1578,124.0026
2024-07,HR,1.4895,3.3925,479.111,167.0603,114.8698,193.4323,1.1623,125.3279
2024-08,HR,2.1592,2.8645,497.6775,168.0585,119.51,195.3344,1.1641,126.0599
2024-09,HR,1.8765,2.4505,501.7712,170.3661,119.5448,195.3,1.158,127.612
2024-10,HR,2.0715,2.5037,521.6697,170.882,121.6779,200.5356,1.1603,129.4184
2024-11,HR,1.8943,2.5806,540.5937,173.0321,122.1175,232.7695,1.1628,130.433
2024-12,HR,2.2415,2.5471,549.8101,177.2772,122.5478,221.7755,1.1645,129.1165
2025-01,HR,1.8136,2.5642,572.2874,178.5593,124.0078,200.7895,1.1649,128.3107
2025-02,HR,2.2182,2.6081,578.1597,179.2994,122.8813,204.884,1.1617,129.3212
2025-03,HR,2.5304,2.5095,584.2704,180.9681,121.4619,202.047,1.1634,131.9534
2025-04,HR,2.5913,2.5497,597.9765,183.2601,120.4405,208.2043,1.1678,134.6708
2025-05,HR,2.1544,2.3963,626.1616,185.2225,122.0087,203.5559,1.1679,133.8091
2025-06,HR,1.5424,2.5066,646.7859,186.4997,122.7067,204.5106,1.1673,134.2088
2025-07,HR,1.6884,2.6613,653.6777,185.7207,120.3273,213.3617,1.1678,137.1779
2025-08,HR,2.0725,2.7692,658.763,190.1767,124.02,218.1993,1.1684,136.2011
2025-09,HR,1.7981,2.6817,673.8044,190.7104,128.102,220.026,1.1717,136.477
2025-10,HR,1.9775,2.951,689.7151,195.3189,126.631,222.1123,1.1772,136.1227
2025-11,HR,2.4475,2.7333,705.1031,194.8759,124.5693,257.3597,1.177,139.3153
2025-12,HR,1.9416,2.6706,715.6738,199.2603,124.8238,247.8048,1.1757,139.8982
2026-01,HR,2.2508,2.2473,742.1173,200.3199,128.1651,231.8963,1.1758,140.0321
2026-02,HR,2.3587,2.1408,752.6047,198.5874,128.8523,233.4961,1.1772,138.3041
2026-03,HR,2.3525,2.039,791.6036,199.6793,130.9836,231.3786,1.1772,137.4426
2026-04,HR,2.1112,2.2325,793.6749,203.6354,130.8518,233.9021,1.1755,139.5146
2026-05,HR,2.6261,2.3881,822.0886,205.6922,128.9297,239.1111,1.1792,140.704
2026-06,HR,3.1926,2.6396,835.0406,207.63,134.0257,241.7257,1.1783,141.2159
2019-01,HU,2.1484,2.0256,100.8972,100.57,98.9955,102.5579,1.1895,99.4662
2019-02,HU,2.1902,1.7721,105.1316,101.5847,99.766,101.6705,1.1898,101.4077
2019-03,HU,2.3924,1.6079,107.8938,102.2837,98.3612,103.8711,1.1886,103.3198
2019-04,HU,2.0659,1.8468,108.79,102.3949,98.1011,102.8841,1.1892,104.8382
2019-05,HU,1.4999,1.4748,113.2081,103.0365,99.4933,103.3353,1.1897,104.4828
2019-06,HU,1.815,1.4291,113.4932,103.7271,100.0142,103.8024,1.1956,103.2349
2019-07,HU,1.9693,1.1864,114.7704,105.2142,99.7879,106.5837,1.1986,103.363
2019-08,HU,1.5657,1.0832,116.3094,106.281,98.4634,104.8073,1.1967,102.0831
2019-09,HU,1.7771,1.3408,120.6441,106.5868,100.8909,108.1477,1.1969,102.9129
2019-10,HU,1.4691,1.0989,121.5553,107.7523,100.8152,112.0049,1.1974,102.0278
2019-11,HU,1.8735,0.7104,122.0261,108.869,102.2892,131.0512,1.1996,103.2173
2019-12,HU,0.98,0.573,125.3733,110.6488,103.8197,126.2858,1.2012,104.337
2020-01,HU,1.5857,0.6232,129.0345,111.8117,101.9205,116.1086,1.202,104.951
2020-02,HU,1.9156,0.5449,133.2248,111.0744,95.3846,116.4602,1.2012,106.1275
2020-03,HU,-2.7949,0.4374,136.2078,111.8502,43.7839,131.2164,1.2003,105.5341
2020-04,HU,-7.8172,0.1105,155.71,112.6684,8.9822,143.3093,1.2035,106.4718
2020-05,HU,-12.63,-0.2166,157.3785,112.4173,11.2097,160.5478,1.2036,106.037
2020-06,HU,-11.3577,0.3468,159.0358,113.4567,13.8127,161.0787,1.2051,106.0108
2020-07,HU,-9.8089,0.4235,164.8634,114.4051,26.5258,162.3974,1.2059,105.8877
2020-08,HU,-8.8014,0.5263,169.1325,116.4362,37.5849,162.5131,1.2042,106.7496
2020-09,HU,-7.3826,0.6077,174.6229,117.4636,31.0632,161.0019,1.2077,108.2063
2020-10,HU,-6.5849,0.5815,177.3709,118.4638,23.931,165.4595,1.2107,110.1585
2020-11,HU,-5.0196,0.9443,181.7044,119.0181,22.5885,191.8434,1.2106,110.3313
2020-12,HU,-3.0281,1.0006,181.9006,119.8113,21.067,173.4282,1.2148,112.5206
2021-01,HU,-1.1622,1.3529,185.3627,120.1547,19.2054,157.9998,1.2172,113.6565
2021-02,HU,0.6613,1.8217,189.2463,122.8619,16.9124,156.7312,1.214,113.9302
2021-03,HU,2.6433,2.2468,197.5111,124.5498,21.8902,156.4419,1.2179,112.4119
2021-04,HU,4.5303,2.6939,204.1269,123.221,26.3298,153.5461,1.2198,111.0425
2021-05,HU,6.7119,2.9177,213.4444,125.6338,30.6989,152.5106,1.2171,111.3877
2021-06,HU,8.8633,3.4096,214.7045,125.5887,41.4091,155.0423,1.2182,112.2821
2021-07,HU,8.8704,4.2942,218.5469,127.8397,51.4316,157.2248,1.2215,110.7747
2021-08,HU,8.3735,4.604,226.2392,128.502,62.2703,158.3585,1.2226,111.0259
2021-09,HU,7.8279,5.1005,232.6914,128.4557,57.9555,162.2599,1.2259,111.8467
2021-10,HU,7.3803,5.5715,237.5591,129.7763,58.317,160.3955,1.2267,113.6109
2021-11,HU,6.5732,5.9767,244.8555,128.986,55.7593,185.1403,1.2245,113.2347
2021-12,HU,6.281,6.7918,245.2864,131.1158,58.0758,170.7885,1.2294,112.8196
2022-01,HU,6.3538,7.6418,254.7434,132.5372,63.3652,157.5858,1.2303,113.2648
2022-02,HU,5.5037,8.2578,260.6202,134.6859,68.0471,159.6989,1.2298,114.5595
2022-03,HU,5.4883,8.5564,262.6035,135.0369,74.4816,158.0546,1.2358,115.851
2022-04,HU,4.6612,9.0112,267.4569,134.9523,83.2231,157.7793,1.2323,115.1052
2022-05,HU,4.6047,9.9637,273.4267,137.5426,88.1879,160.7028,1.2325,115.9236
2022-06,HU,4.2539,10.4689,280.7362,139.1572,95.4275,161.6432,1.2364,117.7654
2022-07,HU,3.5746,11.2816,288.1995,138.36,99.0011,163.226,1.2363,117.727
2022-08,HU,3.0182,12.0251,293.0745,139.9546,100.9955,167.2131,1.2356,117.6525
2022-09,HU,2.9659,12.4175,300.9184,140.9777,104.445,165.2314,1.2397,118.5284
2022-10,HU,2.5999,12.7959,312.4514,140.4143,105.1615,168.0,1.2368,118.7818
2022-11,HU,2.1298,12.117,320.6723,142.7918,105.9038,191.6843,1.2345,119.8218
2022-12,HU,2.4535,11.3271,318.0219,146.441,108.835,186.1389,1.2404,121.6895
2023-01,HU,2.4467,10.1462,323.7551,147.4554,108.48,166.5545,1.2427,121.4514
2023-02,HU,2.1709,9.5252,338.0931,148.5494,110.1279,169.4629,1.2451,121.2202
2023-03,HU,1.6122,8.8837,347.1174,147.5924,108.7208,169.391,1.2452,120.6052
2023-04,HU,1.2071,8.2702,352.2174,147.3764,111.8978,169.1173,1.2491,121.9267
2023-05,HU,1.0162,7.4763,357.4783,148.9469,108.7847,169.5935,1.246,123.8653
2023-06,HU,0.7042,6.2011,373.224,149.4939,112.6168,171.3637,1.248,122.8609
2023-07,HU,0.2881,6.1652,373.5493,153.9432,113.6962,170.3816,1.2474,122.4936
2023-08,HU,0.8559,5.5231,385.2831,157.1929,114.9962,173.327,1.2514,123.1838
2023-09,HU,0.9108,4.9788,388.0046,156.831,111.8149,176.2168,1.2519,122.1989
2023-10,HU,1.6038,5.0071,399.5859,159.5312,113.5061,177.965,1.2543,123.8299
2023-11,HU,1.358,4.6564,399.6674,160.9772,112.6359,209.539,1.257,124.3214
2023-12,HU,1.9657,4.239,411.2242,162.5249,111.5721,204.8257,1.2589,124.5822
2024-01,HU,1.9885,3.9655,430.9884,162.8097,113.1363,185.1607,1.2595,126.2026
2024-02,HU,2.119,3.3616,438.2821,163.1724,113.1592,186.1518,1.2591,126.6006
2024-03,HU,2.0449,3.4315,455.0276,164.1923,113.0969,185.1036,1.2611,129.0867
2024-04,HU,2.7694,3.3374,453.0287,165.3561,113.6009,183.274,1.2623,128.1846
2024-05,HU,3.2189,3.0558,455.4347,167.3262,114.427,186.2282,1.2636,129.9916
2024-06,HU,2.9399,3.0302,469.8738,168.7758,113.5885,189.6969,1.266,131.6367
2024-07,HU,2.9661,2.726,486.6096,170.6382,116.5531,195.8973,1.2658,130.1321
2024-08,HU,3.031,2.4309,501.1425,172.7513,114.5268,198.4446,1.2653,129.811
2024-09,HU,2.4547,2.6834,514.7056,175.4511,113.6251,202.1004,1.2673,130.9923
2024-10,HU,1.7147,2.6783,523.6255,173.922,109.7913,208.3908,1.2667,131.4513
2024-11,HU,2.329,2.5528,531.0593,173.7493,113.4688,239.074,1.269,134.0786
2024-12,HU,2.0402,2.4145,544.101,174.1649,122.734,234.5243,1.2681,133.6418
2025-01,HU,2.3349,2.564,551.5698,179.1402,122.8773,216.1908,1.2694,133.7175
2025-02,HU,1.7153,2.6139,569.2541,180.7459,115.6416,215.1891,1.2722,134.5126
2025-03,HU,2.2584,2.7046,587.9962,180.833,117.341,217.5287,1.2779,133.1509
2025-04,HU,1.9618,2.4977,608.4906,180.2228,115.0292,220.003,1.2786,131.8403
2025-05,HU,2.5642,2.862,625.6038,181.1994,115.1053,220.844,1.2787,132.9913
2025-06,HU,2.4116,2.8835,637.7418,185.1299,115.2696,223.4034,1.278,136.847
2025-07,HU,2.2683,2.5348,646.4424,187.2666,116.8621,221.7541,1.2767,133.9992
2025-08,HU,3.2183,2.9158,664.7985,189.1221,115.4993,222.0192,1.2745,134.8592
2025-09,HU,2.6245,2.8219,670.108,191.6563,113.5122,219.3696,1.2762,135.8955
2025-10,HU,2.1162,2.5705,682.8293,193.6751,112.1604,221.3143,1.2776,135.2129
2025-11,HU,2.2482,2.7322,686.3761,193.6269,112.8106,261.1722,1.2785,133.2004
2025-12,HU,2.2655,2.7977,696.7511,192.5916,117.5842,247.9066,1.2818,135.5414
2026-01,HU,2.081,2.6963,730.0688,194.5755,120.8007,229.8511,1.2851,133.6346
2026-02,HU,2.1442,3.016,749.0257,195.9244,121.8301,224.9417,1.2871,134.3437
2026-03,HU,2.0957,2.98,784.3457,199.3389,122.6032,224.317,1.2883,136.398
2026-04,HU,1.7379,2.6931,795.0802,202.481,124.2128,230.6325,1.2912,137.8155
2026-05,HU,1.8596,2.6512,790.8146,204.3398,128.6085,230.9358,1.2938,136.5964
2026-06,HU,2.3173,2.7836,827.4507,207.1319,128.7781,236.8106,1.2915,135.4573
2019-01,IT,1.5718,1.879,100.3963,100.7685,105.8977,101.2839,1.4899,99.5873
2019-02,IT,1.8522,1.5676,101.8349,100.8633,105.738,102.2076,1.495,97.0593
2019-03,IT,1.5468,1.2446,103.9693,100.8751,103.4037,101.1234,1.4939,97.702
2019-04,IT,1.1074,1.2958,104.5521,101.8694,105.1066,103.0788,1.494,99.8228
2019-05,IT,1.46,1.3785,108.498,102.653,103.5151,102.4268,1.4944,100.806
2019-06,IT,1.2448,1.3075,109.6459,102.9354,102.6293,101.5211,1.4927,101.6773
2019-07,IT,1.4882,1.3194,112.961,103.1074,105.5238,106.157,1.4983,101.2547
2019-08,IT,1.6735,0.8787,116.341,103.3753,104.9087,109.0339,1.4989,101.5919
2019-09,IT,1.1119,0.6723,117.1265,103.7829,104.3829,108.8909,1.5024,100.7919
2019-10,IT,0.6134,0.8533,117.2304,106.1645,105.396,108.0596,1.507,101.009
2019-11,IT,1.2196,0.4203,121.4651,106.6349,107.9284,129.3866,1.5062,100.6999
2019-12,IT,0.5716,0.6675,126.9668,108.3054,109.926,121.6556,1.5071,100.2568
2020-01,IT,-0.1352,0.8464,130.0566,108.2412,111.7681,111.1129,1.5053,100.1538
2020-02,IT,0.1611,0.6512,130.3876,107.9254,104.9627,112.1701,1.5087,100.6399
2020-03,IT,-4.1236,0.3337,131.4294,108.656,46.3,127.6949,1.5071,101.3585
2020-04,IT,-9.2693,0.3143,146.6564,109.4122,9.8258,142.8356,1.5105,103.3025
2020-05,IT,-14.3448,0.2398,151.3462,108.6834,12.7939,153.6191,1.5122,103.6929
2020-06,IT,-12.8561,0.1145,156.2987,108.9599,14.9074,153.7284,1.5142,103.7462
2020-07,IT,-11.0584,0.2204,159.1122,110.4731,27.3537,153.177,1.5148,105.2691
2020-08,IT,-10.2872,0.4048,162.2594,113.4728,39.9741,154.3173,1.522,105.2152
2020-09,IT,-8.6651,0.5896,162.385,113.4098,32.3227,156.7053,1.5289,104.3303
2020-10,IT,-6.9964,0.7851,166.4445,115.578,25.0004,156.9925,1.5265,107.5713
2020-11,IT,-5.069,0.8618,168.6526,115.8176,22.9673,175.1276,1.5283,108.0503
2020-12,IT,-4.1928,0.8716,169.0121,117.5473,21.3148,172.2882,1.5256,107.0302
2021-01,IT,-1.5566,1.1195,170.3616,119.7234,19.1954,157.0935,1.5254,106.6171
2021-02,IT,0.8096,1.4925,174.5924,120.9016,17.6037,159.1403,1.5225,108.4883
2021-03,IT,2.4759,2.079,180.5108,120.3904,22.9368,160.1963,1.527,106.6517
2021-04,IT,4.1517,2.136,181.2449,121.0237,28.6218,160.1594,1.5325,107.033
2021-05,IT,6.4735,2.4657,184.0117,122.0287,34.1271,161.7807,1.5305,108.529
2021-06,IT,8.6843,2.7374,190.4032,123.164,43.6686,160.9808,1.5302,108.2761
2021-07,IT,8.6007,3.3287,190.7685,123.7326,54.5345,157.0227,1.5289,108.4206
2021-08,IT,7.7165,3.378,193.3652,123.9226,67.273,157.8889,1.5325,109.8906
2021-09,IT,6.8884,3.8239,197.5933,124.4915,62.671,157.0286,1.5326,110.1391
2021-10,IT,6.4679,4.0225,201.8845,125.3592,60.4791,158.8002,1.533,110.4645
2021-11,IT,5.2871,4.5526,209.9611,126.0968,59.9121,182.4783,1.536,109.9599
2021-12,IT,4.8204,4.9164,214.0493,127.1898,64.038,169.8517,1.54,111.786
2022-01,IT,4.1064,5.5966,220.922,127.8594,68.5681,159.8132,1.5394,111.1653
2022-02,IT,4.488,6.1377,225.3316,129.0289,73.6546,157.372,1.5391,109.1867
2022-03,IT,3.9974,6.3765,228.8118,130.2929,79.8381,158.3062,1.5388,110.639
2022-04,IT,3.6001,6.8061,233.0217,131.1143,86.4706,156.5849,1.5432,113.1754
2022-05,IT,3.4415,7.5791,239.2149,131.2483,91.322,158.8613,1.549,112.1141
2022-06,IT,3.0538,7.8647,245.3273,130.1015,97.4096,157.6747,1.5487,113.0304
2022-07,IT,2.3904,8.4985,252.607,130.8934,99.495,162.1151,1.5477,113.4125
2022-08,IT,1.9566,8.8383,256.9326,131.5098,103.6077,162.8761,1.5502,112.3467
2022-09,IT,1.9151,9.3833,257.9851,133.1451,103.0894,167.8231,1.5511,111.4441
2022-10,IT,2.1091,10.0825,262.4976,133.8965,101.5586,165.7219,1.553,111.6753
2022-11,IT,1.5332,9.5291,265.9206,137.4431,105.4897,193.989,1.5578,112.5179
2022-12,IT,1.4894,9.0306,272.6443,136.9679,108.4312,187.6167,1.5591,113.6734
2023-01,IT,1.4751,8.3268,272.1518,136.2123,109.2098,174.4665,1.5615,114.3039
2023-02,IT,1.4426,7.8815,275.1263,137.2942,111.8283,173.9965,1.5623,114.2221
2023-03,IT,1.0306,7.1951,283.6005,138.8763,112.2223,170.2336,1.5647,114.8822
2023-04,IT,0.8783,6.5759,291.1305,141.1025,114.522,168.238,1.5635,115.6542
2023-05,IT,0.6661,6.1883,300.5468,140.3982,116.3588,169.9854,1.5638,115.8436
2023-06,IT,0.2859,5.532,300.7002,142.3817,121.9457,173.2825,1.5652,118.4299
2023-07,IT,-0.3301,5.1992,308.0126,142.7095,119.5872,169.2087,1.5641,118.73
2023-08,IT,-0.067,4.8793,310.2333,142.9511,119.3075,173.4654,1.5666,116.8534
2023-09,IT,-0.5274,4.4622,317.9981,142.8019,116.1309,175.0821,1.5662,117.912
2023-10,IT,-0.4684,4.5432,318.1088,145.6174,112.5763,177.4234,1.5688,116.0722
2023-11,IT,-0.0047,3.8865,323.7067,147.2731,115.0584,213.9374,1.5717,115.514
2023-12,IT,0.4069,3.4963,329.1462,150.4092,114.83,202.2167,1.5721,118.0066
2024-01,IT,0.4003,3.1682,343.0162,148.1442,121.8327,187.633,1.5714,117.9663
2024-02,IT,0.4267,2.9773,354.8401,148.1722,125.4974,185.1698,1.5755,118.0358
2024-03,IT,0.4825,2.888,362.7772,149.0905,126.2035,186.2987,1.5789,118.0791
2024-04,IT,0.5907,2.8658,364.3977,150.1425,122.6352,192.698,1.5832,120.3067
2024-05,IT,0.6284,2.9504,362.6373,153.032,122.3172,191.1838,1.5849,119.7128
2024-06,IT,1.0394,2.9543,372.6882,151.089,124.2842,193.0862,1.5817,119.5402
2024-07,IT,1.9258,2.7637,389.2242,152.0156,121.9553,197.5015,1.5783,120.3621
2024-08,IT,2.1341,2.5253,396.265,154.4119,124.6675,201.7347,1.5789,118.9186
2024-09,IT,1.3449,2.3285,409.077,155.9041,121.6969,207.2925,1.5825,120.0355
2024-10,IT,1.2877,2.3711,418.6156,158.6594,126.2988,206.915,1.5846,118.8963
2024-11,IT,1.3013,2.043,419.5336,159.1122,123.7007,240.0184,1.5862,118.9013
2024-12,IT,1.7147,2.1202,426.4814,159.4447,122.7509,239.3584,1.5906,119.4402
2025-01,IT,1.2648,2.55,432.9596,164.0538,125.148,211.7709,1.5913,120.1463
2025-02,IT,1.2912,2.4621,448.2842,165.1827,123.9224,211.0657,1.5947,120.5073
2025-03,IT,1.749,2.3254,462.2833,164.9795,124.6133,210.1782,1.5976,120.3488
2025-04,IT,1.5571,2.2452,473.8407,166.0907,121.2243,206.6507,1.5962,120.7476
2025-05,IT,1.0637,2.414,480.3843,164.153,123.2403,205.2491,1.5987,122.51
2025-06,IT,1.1556,2.3047,481.9806,166.106,126.4442,205.6299,1.5996,122.1722
2025-07,IT,1.3878,2.6425,489.0876,168.6763,126.8951,210.2534,1.6005,122.3881
2025-08,IT,0.9383,2.692,499.4622,167.9602,126.3434,214.865,1.604,121.6021
2025-09,IT,1.5678,2.3812,512.636,169.3721,130.4469,218.6423,1.6038,122.3344
2025-10,IT,2.0061,2.0395,523.5654,171.1761,132.9246,222.662,1.6044,122.0058
2025-11,IT,2.0475,2.164,538.0168,174.5903,132.6285,258.621,1.6063,122.3445
2025-12,IT,2.2415,2.0017,540.0851,176.7149,134.3604,247.2225,1.6054,122.4563
2026-01,IT,2.2012,2.139,541.9795,176.326,128.5493,228.0421,1.6057,123.6975
2026-02,IT,2.5002,2.0933,546.703,173.8678,132.4443,228.9673,1.6084,123.6505
2026-03,IT,2.1478,2.0333,547.103,176.58,130.4006,230.9453,1.6096,123.6905
2026-04,IT,2.0316,1.8795,552.1359,175.8938,130.5646,237.2102,1.6152,124.0879
2026-05,IT,2.0442,1.9901,557.2846,177.9894,133.6793,239.8522,1.6173,124.7393
2026-06,IT,1.4833,2.0467,575.1697,177.1562,128.7131,238.6054,1.6182,125.4153
2019-01,NL,2.3247,1.5985,97.8385,99.0029,102.2346,99.7072,1.2539,99.8392
2019-02,NL,1.9848,1.6445,102.4278,99.537,97.2863,100.02,1.2523,100.1401
2019-03,NL,1.6201,1.5875,104.2905,99.6897,97.1804,98.3233,1.2507,100.78
2019-04,NL,1.4067,1.5022,106.9925,99.9863,98.2879,101.5093,1.2537,102.5565
2019-05,NL,1.2954,1.5802,107.8488,100.8822,99.7573,104.1785,1.2573,103.1572
2019-06,NL,1.5213,1.5279,108.4204,101.6704,101.155,102.7404,1.2581,101.5636
2019-07,NL,1.0191,1.5463,111.8403,101.8941,101.605,103.912,1.2579,103.1888
2019-08,NL,0.8685,0.9382,113.69,103.8075,102.1157,104.5514,1.2562,104.3704
2019-09,NL,1.0144,1.0127,115.156,103.7066,104.0719,106.542,1.2576,103.4448
2019-10,NL,1.2996,0.735,118.4492,104.9475,104.8221,108.7473,1.2605,105.0847
2019-11,NL,1.0545,0.8059,120.8857,106.5145,103.9422,125.802,1.2586,104.8021
2019-12,NL,1.5578,0.951,123.0214,106.6587,100.7242,120.9442,1.261,106.1424
2020-01,NL,1.6953,0.7433,124.1327,108.7461,100.5498,112.1393,1.2605,104.8609
2020-02,NL,0.9913,0.8124,130.3685,109.323,97.5191,112.7429,1.2627,105.7334
2020-03,NL,-3.6405,0.4725,131.1138,108.9325,44.2295,125.7745,1.2621,106.3769
2020-04,NL,-8.5127,0.119,149.035,111.0726,9.2592,138.8912,1.2646,107.4718
2020-05,NL,-13.3177,-0.1004,150.3238,110.5587,11.4625,152.4081,1.2614,105.8341
2020-06,NL,-11.9596,-0.0693,153.8269,109.7489,14.6802,149.4561,1.2618,104.0129
2020-07,NL,-10.4811,0.202,159.7828,110.6271,26.6004,149.9163,1.2698,105.6939
2020-08,NL,-9.2008,0.7086,163.5135,111.7223,38.0263,152.0865,1.2749,106.3049
2020-09,NL,-7.9021,0.8574,166.3919,111.7261,30.6708,153.7721,1.2726,106.8576
2020-10,NL,-7.1437,1.262,167.7403,114.8416,23.8162,156.7521,1.2678,106.165
2020-11,NL,-5.3199,0.9437,170.2768,116.1334,22.1596,185.3511,1.2701,105.2489
2020-12,NL,-3.8986,1.138,171.2216,116.5328,20.916,177.171,1.2722,105.4225
2021-01,NL,-1.8018,1.17,173.2268,115.5584,18.8031,158.1471,1.2754,106.5578
2021-02,NL,0.1935,1.5916,181.3001,116.1303,16.9605,155.5324,1.2766,105.4501
2021-03,NL,2.1514,2.0582,184.3611,119.2865,21.9482,156.6454,1.2812,106.0224
2021-04,NL,4.5121,2.4694,185.272,119.2148,26.3911,153.1771,1.2781,106.9288
2021-05,NL,6.4213,2.4093,186.7188,120.9841,30.1873,154.9426,1.2794,109.3837
2021-06,NL,8.0497,3.1218,187.7355,122.1584,41.5278,159.6573,1.281,109.5475
2021-07,NL,7.4081,3.6754,191.5045,122.8138,51.2601,158.7735,1.2854,108.1939
2021-08,NL,6.9899,3.8691,195.105,124.3653,61.5595,157.5301,1.2858,107.0374
2021-09,NL,6.4062,4.3794,198.3056,122.642,58.927,155.5726,1.2846,106.2462
2021-10,NL,6.2559,4.4709,207.8614,123.4613,58.3489,155.2563,1.2845,106.8603
2021-11,NL,5.6506,5.0818,209.513,123.3551,53.5242,182.8386,1.2846,107.5534
2021-12,NL,5.3992,5.5366,218.983,124.0246,59.3609,174.9629,1.2917,108.584
2022-01,NL,4.6877,5.8977,224.4718,124.0087,65.3561,158.5243,1.2928,110.0583
2022-02,NL,4.3867,6.3367,221.5316,124.2441,71.3072,159.5971,1.2938,108.983
2022-03,NL,4.269,6.7096,227.375,125.1293,76.4728,157.8451,1.2954,109.6453
2022-04,NL,3.9711,7.3656,231.6146,128.4123,80.1197,158.7741,1.2934,110.7673
2022-05,NL,3.3569,8.0576,234.9653,129.588,84.8402,158.7455,1.2958,109.5774
2022-06,NL,3.0974,8.629,241.8422,129.8798,94.8872,163.2512,1.2987,110.363
2022-07,NL,2.7401,9.0034,247.6919,130.9792,98.4081,161.7835,1.2999,109.8995
2022-08,NL,2.5256,9.6125,250.4256,132.1172,104.3667,162.6954,1.3006,110.1573
2022-09,NL,2.931,9.8472,252.5631,132.5214,105.2916,165.5998,1.3017,109.8667
2022-10,NL,2.4344,10.1492,259.1235,133.9884,105.984,167.684,1.3053,111.3643
2022-11,NL,2.3405,9.463,264.8652,135.3903,105.0018,195.6009,1.303,110.9834
2022-12,NL,1.8098,8.9781,267.6121,136.2411,106.8523,190.0157,1.3055,111.081
2023-01,NL,1.9718,8.4318,273.1163,136.6872,110.1036,175.1552,1.3045,112.0397
2023-02,NL,1.535,7.7806,280.7004,137.386,108.5195,171.0433,1.3041,113.0884
2023-03,NL,1.3258,7.1668,283.9821,140.1267,105.8549,171.6093,1.309,113.5028
2023-04,NL,1.1538,6.3376,289.0635,140.804,105.0199,170.5156,1.3092,116.7608
2023-05,NL,1.0791,5.749,292.201,139.9636,109.4791,173.2364,1.3125,114.8412
2023-06,NL,0.7863,5.045,303.2963,140.61,111.5163,172.8525,1.3156,115.669
2023-07,NL,-0.1511,4.67,309.8688,140.4605,112.7405,174.562,1.3133,116.5747
2023-08,NL,-0.3254,4.3096,313.15,143.4273,112.0799,178.4846,1.3146,116.441
2023-09,NL,-0.3923,4.1172,320.0277,145.4652,109.5622,177.4608,1.3144,117.765
2023-10,NL,-0.6233,4.071,327.1277,143.845,110.3963,180.261,1.3133,118.5876
2023-11,NL,-0.0813,3.3825,333.3305,145.5442,113.1552,212.8737,1.3203,119.4729
2023-12,NL,0.1056,3.2546,341.4823,147.2919,110.959,204.9281,1.3235,118.1239
2024-01,NL,0.1684,2.5538,345.879,148.3371,107.0788,184.2652,1.3218,118.7112
2024-02,NL,-0.0021,2.4497,350.3793,148.2811,113.2794,189.6395,1.3198,119.6156
2024-03,NL,-0.1342,2.4257,356.736,151.0813,111.1161,192.1201,1.3207,117.2673
2024-04,NL,-0.3365,2.4173,365.9359,152.8511,112.6887,192.5637,1.3235,117.8032
2024-05,NL,0.6373,2.1972,368.5724,154.2194,113.059,193.6387,1.3235,117.921
2024-06,NL,0.6353,2.295,372.9013,154.7266,115.6028,196.4199,1.3243,120.6829
2024-07,NL,0.8348,2.2833,385.2423,156.1028,114.3182,195.3095,1.3275,120.6304
